Product_title,Product_image,Packagesize,Price,Price_per_unit
Whitworths Finest Golden Apricots 250g,https://www.aldi.com.au/fileadmin/_processed_/3/b/csm_1002781_REDUCTIONS_IMAGE-UPDATES_1x1_228x128_10_RET_32cec4fd37.png,250g,$2.99,$11.96 per kg
Atlas Kill & Protect Flying Insect Spray 300g,https://www.aldi.com.au/fileadmin/_processed_/0/4/csm_1002153_REDUCTIONS_R36_1x1_228x128_1_RET_88fd81544a.png,300g,$2.59,86c per 100g
Atlas Kill & Protect Crawling Insect Spray 350g,https://www.aldi.com.au/fileadmin/_processed_/7/b/csm_1002153_REDUCTIONS_R36_1x1_228x128_2_RET_6e2e586ccb.png,350g,$2.99,85c per 100g
Atlas Multi Insect Spray 350g,https://www.aldi.com.au/fileadmin/_processed_/8/4/csm_1002153_REDUCTIONS_R36_1x1_228x128_3_RET_e5690aed68.png,350g,$3.49,$1.00 per 100g
Power Force Active 5 Ball 35g,https://www.aldi.com.au/fileadmin/_processed_/4/5/csm_1002153_REDUCTIONS_R37_1x1_228x128_2_RET_711e69050d.png,35g,$2.99,$8.54 per 100g
Mamia Baby Wipes 80pk Fragrance Free,https://www.aldi.com.au/fileadmin/_processed_/b/e/csm_1002153_REDUCTIONS_R37_1x1_228x128_3_RET_3283deacc4.png,80pk,$1.89,$2.36 per 100 wipes
Mamia Baby Wipes 80pk Scented,https://www.aldi.com.au/fileadmin/_processed_/1/9/csm_1002153_REDUCTIONS_R37_1x1_228x128_4_RET_9bd0cd2b84.png,80pk,$1.89,$2.36 per 100 wipes
Mamia Baby Wipes 480pk Fragrance Free,https://www.aldi.com.au/fileadmin/_processed_/e/5/csm_1002153_REDUCTIONS_R37_1x1_228x128_5_RET_983caf18a9.png,480pk,$10.49,$2.19 per 100 wipes
Ocean Royale Southern Blue Whiting Fillets Skin On 1kg,https://www.aldi.com.au/fileadmin/_processed_/3/3/csm_1002153_REDUCTIONS_R32_1x1_228x128_1_RET_7e0786f063.png,1kg,$10.99,25c per 100g
Stonemill Spice Shakers 4g-30g,https://www.aldi.com.au/fileadmin/_processed_/8/3/csm_1002153_REDUCTIONS_R31_1x1_228x128_2_RET_36d7007e98.png,4g-30g,$2.39,$5.98 - $0.80 per 10g
World Kitchen Fresh Noodles 450g,https://www.aldi.com.au/fileadmin/_processed_/8/1/csm_1002153_REDUCTIONS_R30_1x1_228x128_1_RET_d731254d25.png,450g,$1.99,44c per 100g
Sweet Vine Sweetened Dried Cranberries 170g,https://www.aldi.com.au/fileadmin/_processed_/d/a/csm_1002153_REDUCTIONS_R30_1x1_228x128_3_RET_563d7370ac.png,170g,$1.95,$11.47 per kg
Westacre Dairy Light Wrapped Cheese Slices 432g,https://www.aldi.com.au/fileadmin/_processed_/d/5/csm_1002781_REDUCTIONS_IMAGE-UPDATES_1x1_228x128_5_RET_18807621b4.png,432g,$3.99,$9.24 per kg
Westacre Dairy Wrapped Cheese Slices 432g,https://www.aldi.com.au/fileadmin/_processed_/1/7/csm_1002781_REDUCTIONS_IMAGE-UPDATES_1x1_228x128_6_RET_0dc9c190d1.png,432g,$3.99,$9.24 per kg
Deli Originals Fresh Mixed Olives 120g,https://www.aldi.com.au/fileadmin/_processed_/5/3/csm_1002781_REDUCTIONS_IMAGE-UPDATES_1x1_228x128_4_RET_5a48976ecd.png,120g,$2.99,$2.49 per 100g
Pure Vita Sunflower Oil 1L,https://www.aldi.com.au/fileadmin/_processed_/3/e/csm_1002153_REDUCTIONS_R26_1x1_228x128_2_RET_d9c7ce8310.png,1L,$4.49,45c per 100ml
Belmont Biscuit Co. Just Divine 200g,https://www.aldi.com.au/fileadmin/_processed_/2/5/csm_1002153_REDUCTIONS_R26_1x1_228x128_3_RET_8d30527e2f.png,200g,$2.09,$1.05 per 100g
Deli Originals Fresh Antipasto 120g,https://www.aldi.com.au/fileadmin/_processed_/d/d/csm_1002153_REDUCTIONS_R25_1x1_228x128_2_RET_073b5ddd12.png,120g,$2.99,$2.49 per 100g
Market Fare Baby Peas 1kg,https://www.aldi.com.au/fileadmin/_processed_/1/8/csm_1002153_REDUCTIONS_R24_1x1_228x128_1_RET_3682c89f3b.png,1kg,$4.49,$4.49 per kg
World Kitchen Pasta Sauces 425g,https://www.aldi.com.au/fileadmin/_processed_/7/f/csm_1002153_REDUCTIONS_R22_1x1_228x128_5_RET_8162de37da.png,425g,$3.79,89c per 100g
Earth Grown Firm Tofu 450g,https://www.aldi.com.au/fileadmin/_processed_/3/3/csm_1002153_REDUCTIONS_R22_1x1_228x128_6_RET_11def50d60.png,450g,$2.79,62c per 100g
Choceur Chocolate Bits 250g,https://www.aldi.com.au/fileadmin/_processed_/2/0/csm_1002781_REDUCTIONS_IMAGE-UPDATES_1x1_228x128_1_RET_366179ce3f.png,250g,$2.79,$1.12 per 100g
Tricare Instant Hand Sanitiser 250ml,https://www.aldi.com.au/fileadmin/_processed_/6/a/csm_1002781_REDUCTIONS_IMAGE-UPDATES_1x1_228x128_2_RET_d3c204c2c1.png,250ml,$2.99,$1.20 per 100ml
Tricare Foaming Hand Wash Refill 500ml,https://www.aldi.com.au/fileadmin/_processed_/0/3/csm_1002153_REDUCTIONS_R19_1x1_228x128_1_RET_119615b88f.png,ea,$1.69,34c per 100ml
White Mill Vanilla Extract 100ml,https://www.aldi.com.au/fileadmin/_processed_/3/f/csm_1002153_REDUCTIONS_R19_1x1_228x128_2_RET_74745ab404.png,100ml,$4.99,50c per 10ml
Deli Originals Greek Style Dolmades 280g,https://www.aldi.com.au/fileadmin/_processed_/0/5/csm_1002153_REDUCTIONS_R18_1x1_228x128_2_RET_7a7668acab.png,280g,$3.29,$11.75 per kg
The Fresh Salad Co Baby Spinach & Rocket 120g,https://www.aldi.com.au/fileadmin/_processed_/9/e/csm_1002153_REDUCTIONS_R16_1x1_228x128_1_RET_7428aebcfe.png,120g,$1.99,$16.58 per kg
The Fresh Salad Co Rocket 120g,https://www.aldi.com.au/fileadmin/_processed_/6/e/csm_1002153_REDUCTIONS_R16_1x1_228x128_2_RET_e7c29af735.png,120g,$1.99,$16.58 per kg
The Fresh Salad Co Superleaf Salad Mix 120g,https://www.aldi.com.au/fileadmin/_processed_/3/8/csm_1002153_REDUCTIONS_R16_1x1_228x128_3_RET_759486b254.png,120g,$1.99,$16.58 per kg
The Fresh Salad Co Baby Leaf Blend 300g,https://www.aldi.com.au/fileadmin/_processed_/8/9/csm_1002153_REDUCTIONS_R16_1x1_228x128_4_RET_2f0aeb0142.png,300g,$3.99,$13.30 per kg
White Mill Cornflour 500g,https://www.aldi.com.au/fileadmin/_processed_/0/a/csm_1002153_REDUCTIONS_R16_1x1_228x128_5_RET_eea9d260ed.jpg,500g,$2.19,$4.38 ker pg
The Fresh Salad Co Baby Spinach 120g,https://www.aldi.com.au/fileadmin/_processed_/4/3/csm_1000341-15_REDUCTIONS_FUTURE-PRICE-_RND15__1x1_228x128_1_RET_3c9bfdc8aa.png,120g,$1.99,$16.58 per kg
The Fresh Salad Co Baby Spinach 280g,https://www.aldi.com.au/fileadmin/_processed_/1/4/csm_1000341-15_REDUCTIONS_FUTURE-PRICE-_RND15__1x1_228x128_2_RET_625c52fc38.png,280g,$3.99,$14.25 per kg
Jindurra Station Gravy Beef per kg,https://www.aldi.com.au/fileadmin/_processed_/6/1/csm_1000341-14_REDUCTIONS_FUTURE-PRICE-_RND14__1x1_228x128_2_af306a9d9c.png,per kg,$16.99,$16.99 per kg
Farmwood Chicken Breast T-Rex Bites 1kg,https://www.aldi.com.au/fileadmin/_processed_/c/2/csm_1000341-12_REDUCTIONS_FUTURE-PRICE-_RND12__1x1_228x128_2_RET_78343ebb80.png,1kg,$8.99,$8.99 per kg
